OutcomeType,HasName,TimeofDay,WeekDay,Sex,IsIntact,AgeinYears,Age,IsMixBreed,MixorMultipleorSimple,Group,Size,IsMixColor
Return_to_owner,1,midday,Monday,Male,0,6,1,1,Mix,NonSporting,1,0
Adoption,1,lateday,Saturday,Male,0,0,0,1,Mix,NonSporting,1,1
Transfer,1,midday,Sunday,Male,1,10,2,1,Mix,NonSporting,1,0
Euthanasia,0,lateday,Monday,Female,1,2,1,0,Simple,NonSporting,1,0
Adoption,1,lateday,Sunday,Female,0,2,1,0,Multiple,NonSporting,1,0
Adoption,1,lateday,Saturday,Male,0,0,0,1,Mix,NonSporting,1,0
Return_to_owner,1,lateday,Sunday,Female,0,3,1,0,Multiple,NonSporting,1,1
Return_to_owner,1,midday,Tuesday,Male,0,2,1,1,Mix,NonSporting,1,0
Transfer,0,midday,Friday,Female,0,8,2,1,Mix,NonSporting,1,0
Adoption,1,lateday,Sunday,Male,0,3,1,0,Multiple,NonSporting,1,0
Return_to_owner,1,lateday,Thursday,Female,0,5,1,1,Mix,NonSporting,1,0
Adoption,1,midday,Monday,Male,0,8,2,1,Mix,NonSporting,1,0
Adoption,1,lateday,Monday,Male,0,1,0,1,Mix,NonSporting,1,1
Adoption,1,midday,Tuesday,Female,0,3,1,0,Simple,NonSporting,1,0
Return_to_owner,1,midday,Monday,Male,0,2,1,1,Mix,NonSporting,1,0
Transfer,1,midday,Tuesday,Female,0,5,1,1,Mix,NonSporting,1,0
Return_to_owner,1,lateday,Sunday,Male,0,1,0,1,Mix,NonSporting,1,0
Transfer,0,midday,Wednesday,Female,0,1,0,1,Mix,NonSporting,1,0
Adoption,0,lateday,Wednesday,Male,0,1,0,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Thursday,Female,0,4,1,1,Mix,NonSporting,1,0
Return_to_owner,1,lateday,Sunday,Female,0,1,0,1,Mix,NonSporting,1,1
Adoption,1,lateday,Sunday,Male,0,3,1,0,Simple,NonSporting,1,0
Adoption,1,lateday,Tuesday,Male,0,2,1,1,Mix,NonSporting,1,0
Return_to_owner,1,lateday,Tuesday,Male,0,2,1,1,Mix,NonSporting,1,0
Transfer,0,lateday,Friday,Female,0,2,1,1,Mix,NonSporting,1,1
Adoption,1,lateday,Monday,Male,0,2,1,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Wednesday,Male,0,6,1,1,Mix,NonSporting,1,0
Transfer,1,midday,Saturday,Female,0,3,1,1,Mix,NonSporting,1,0
Transfer,0,lateday,Monday,Male,0,2,1,1,Mix,NonSporting,1,0
Transfer,0,midday,Tuesday,Female,1,0,0,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Saturday,Female,0,13,2,1,Mix,NonSporting,1,0
Adoption,1,midday,Monday,Male,0,1,0,0,Multiple,NonSporting,1,0
Return_to_owner,1,lateday,Friday,Male,0,5,1,1,Mix,NonSporting,1,0
Euthanasia,0,morning,Friday,Male,1,2,1,1,Mix,NonSporting,1,0
Return_to_owner,1,lateday,Thursday,Female,0,3,1,1,Mix,NonSporting,1,0
Adoption,1,lateday,Saturday,Female,1,12,2,0,Multiple,NonSporting,1,0
Return_to_owner,1,lateday,Tuesday,Male,1,2,1,0,Multiple,NonSporting,1,1
Adoption,1,lateday,Monday,Female,0,2,1,1,Mix,NonSporting,1,0
Adoption,0,lateday,Tuesday,Male,0,2,1,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Wednesday,Female,0,1,0,0,Multiple,NonSporting,1,0
Transfer,1,morning,Thursday,Female,1,15,2,1,Mix,NonSporting,1,0
Adoption,1,lateday,Sunday,Female,0,0,0,0,Multiple,NonSporting,1,0
Adoption,0,lateday,Wednesday,Male,0,4,1,1,Mix,NonSporting,1,0
Adoption,1,lateday,Wednesday,Female,1,12,2,1,Mix,NonSporting,1,0
Euthanasia,1,midday,Monday,Female,1,2,1,1,Mix,NonSporting,1,0
Adoption,0,lateday,Saturday,Female,0,2,1,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Thursday,Female,1,10,2,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Wednesday,Female,0,3,1,0,Multiple,NonSporting,1,0
Adoption,1,lateday,Saturday,Male,0,0,0,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Tuesday,Male,0,4,1,0,Simple,NonSporting,1,0
Euthanasia,0,midday,Tuesday,Male,1,4,1,1,Mix,NonSporting,1,0
Adoption,1,lateday,Wednesday,Female,0,1,0,1,Mix,NonSporting,1,1
Transfer,0,lateday,Wednesday,Female,1,0,0,1,Mix,NonSporting,1,1
Adoption,0,lateday,Sunday,Male,0,14,2,0,Multiple,NonSporting,1,1
Transfer,1,morning,Tuesday,Female,1,3,1,1,Mix,NonSporting,1,0
Adoption,0,lateday,Sunday,Female,0,6,1,1,Mix,NonSporting,1,0
Adoption,1,midday,Sunday,Male,0,1,0,0,Multiple,NonSporting,1,0
Adoption,1,midday,Sunday,Female,0,7,2,1,Mix,NonSporting,1,0
Adoption,0,lateday,Sunday,Male,0,2,1,1,Mix,NonSporting,1,0
Adoption,1,lateday,Saturday,Female,0,1,0,1,Mix,NonSporting,1,0
Adoption,1,lateday,Tuesday,Male,0,5,1,1,Mix,NonSporting,1,0
Adoption,1,lateday,Friday,Male,0,3,1,1,Mix,NonSporting,1,0
Euthanasia,1,midday,Saturday,Female,0,19,2,0,Simple,NonSporting,1,0
Transfer,0,lateday,Sunday,Male,0,3,1,1,Mix,NonSporting,1,0
Adoption,0,lateday,Tuesday,Female,0,0,0,1,Mix,NonSporting,1,1
Transfer,0,midday,Saturday,Male,1,1,0,1,Mix,NonSporting,1,0
Return_to_owner,1,midday,Saturday,Female,1,12,2,1,Mix,NonSporting,1,0
Return_to_owner,1,lateday,Friday,Female,0,3,1,1,Mix,NonSporting,1,1
Transfer,1,midday,Sunday,Male,0,3,1,1,Mix,NonSporting,1,1
Adoption,1,lateday,Wednesday,Female,0,4,1,0,Multiple,NonSporting,1,0
Adoption,1,lateday,Saturday,Male,0,8,2,1,Mix,NonSporting,1,0
Adoption,0,lateday,Tuesday,Male,0,1,0,1,Mix,NonSporting,1,0
Transfer,0,midday,Monday,Female,0,1,0,1,Mix,NonSporting,1,0
Transfer,1,lateday,Tuesday,Male,0,4,1,1,Mix,NonSporting,1,0
Euthanasia,0,morning,Monday,Male,1,4,1,0,Multiple,NonSporting,1,0
Adoption,0,lateday,Tuesday,Male,0,1,0,1,Mix,NonSporting,1,0
Adoption,1,lateday,Saturday,Male,0,0,0,1,Mix,NonSporting,1,1
Adoption,1,lateday,Saturday,Female,0,3,1,1,Mix,NonSporting,1,0
Return_to_owner,1,lateday,Thursday,Female,0,13,2,0,Simple,NonSporting,1,0
Return_to_owner,1,midday,Tuesday,Female,0,11,2,1,Mix,NonSporting,1,1
Return_to_owner,1,lateday,Friday,Female,0,4,1,1,Mix,NonSporting,1,1
Transfer,1,midday,Thursday,Male,0,1,0,1,Mix,NonSporting,1,0
Adoption,0,lateday,Saturday,Female,0,1,0,0,Multiple,NonSporting,1,0
Return_to_owner,1,lateday,Friday,Male,0,1,0,1,Mix,NonSporting,1,1
Return_to_owner,1,lateday,Thursday,Female,0,1,0,0,Multiple,NonSporting,1,1
Return_to_owner,1,midday,Sunday,Male,0,13,2,0,Multiple,NonSporting,1,0
Adoption,1,midday,Sunday,Male,0,6,1,1,Mix,Terrier,0,0
Adoption,0,lateday,Thursday,Male,0,0,0,1,Mix,Terrier,0,0
Euthanasia,1,lateday,Friday,Female,1,1,0,1,Mix,Terrier,0,0
Adoption,1,lateday,Monday,Male,0,3,1,1,Mix,Terrier,0,1
Adoption,1,lateday,Wednesday,Male,0,2,1,0,Multiple,Terrier,0,0
Adoption,1,lateday,Wednesday,Male,0,0,0,0,Multiple,Terrier,0,0
Return_to_owner,1,midday,Saturday,Male,0,3,1,1,Mix,Terrier,0,1
Adoption,1,lateday,Saturday,Male,0,3,1,1,Mix,Terrier,0,1
Transfer,1,midday,Saturday,Male,1,0,0,0,Multiple,Terrier,0,0
Adoption,0,lateday,Tuesday,Male,0,3,1,1,Mix,Terrier,0,1
Return_to_owner,0,midday,Wednesday,Male,0,7,2,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Wednesday,Male,0,3,1,1,Mix,Terrier,0,1
Adoption,1,lateday,Saturday,Female,0,6,1,1,Mix,Terrier,0,1
Adoption,0,lateday,Wednesday,Female,0,0,0,1,Mix,Terrier,0,1
Return_to_owner,1,midday,Monday,Male,0,2,1,1,Mix,Terrier,0,1
Adoption,1,midday,Wednesday,Male,0,1,0,1,Mix,Terrier,0,1
Adoption,0,midday,Tuesday,Male,0,0,0,1,Mix,Terrier,0,1
Return_to_owner,1,midday,Saturday,Male,0,2,1,1,Mix,Terrier,0,0
Adoption,1,midday,Monday,Female,0,6,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Wednesday,Female,0,1,0,0,Simple,Terrier,0,1
Adoption,1,midday,Monday,Male,0,9,2,0,Simple,Terrier,0,0
Adoption,1,midday,Sunday,Male,0,2,1,0,Multiple,Terrier,0,0
Transfer,1,midday,Tuesday,Female,0,1,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Wednesday,Male,0,12,2,1,Mix,Terrier,0,1
Adoption,0,lateday,Sunday,Male,0,1,0,0,Multiple,Terrier,0,0
Adoption,1,lateday,Sunday,Male,0,3,1,1,Mix,Terrier,0,1
Transfer,1,midday,Tuesday,Female,1,10,2,1,Mix,Terrier,0,1
Adoption,1,lateday,Monday,Female,0,1,0,0,Multiple,Terrier,0,1
Return_to_owner,1,midday,Saturday,Female,1,0,0,1,Mix,Terrier,0,0
Adoption,1,lateday,Saturday,Female,0,1,0,0,Multiple,Terrier,0,1
Adoption,0,lateday,Sunday,Female,0,0,0,1,Mix,Terrier,0,1
Transfer,1,midday,Wednesday,Female,0,1,0,0,Multiple,Terrier,0,0
Adoption,1,midday,Sunday,Male,0,1,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Sunday,Male,0,6,1,0,Simple,Terrier,0,0
Return_to_owner,1,midday,Saturday,Male,0,7,2,1,Mix,Terrier,0,0
Adoption,1,lateday,Friday,Male,0,4,1,0,Multiple,Terrier,0,0
Return_to_owner,1,midday,Sunday,Male,0,2,1,0,Multiple,Terrier,0,0
Transfer,0,lateday,Thursday,Male,0,1,0,1,Mix,Terrier,0,0
Transfer,1,lateday,Friday,Female,0,3,1,0,Multiple,Terrier,0,1
Adoption,1,midday,Saturday,Male,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Tuesday,Male,0,1,0,1,Mix,Terrier,0,0
Adoption,1,midday,Saturday,Female,0,12,2,0,Multiple,Terrier,0,0
Return_to_owner,1,midday,Monday,Male,0,3,1,1,Mix,Terrier,0,1
Adoption,1,midday,Saturday,Female,0,2,1,0,Multiple,Terrier,0,1
Transfer,1,midday,Tuesday,Female,0,1,0,0,Multiple,Terrier,0,1
Adoption,0,midday,Wednesday,Male,0,4,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Sunday,Female,0,9,2,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Friday,Male,0,8,2,0,Simple,Terrier,0,0
Transfer,1,lateday,Monday,Male,0,1,0,0,Multiple,Terrier,0,0
Adoption,1,lateday,Sunday,Male,0,1,0,0,Multiple,Terrier,0,0
Adoption,1,lateday,Sunday,Female,0,1,0,0,Multiple,Terrier,0,1
Adoption,1,lateday,Thursday,Male,0,7,2,1,Mix,Terrier,0,0
Adoption,1,lateday,Friday,Female,0,4,1,0,Multiple,Terrier,0,0
Adoption,0,midday,Monday,Female,0,2,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Thursday,Male,1,12,2,0,Multiple,Terrier,0,1
Adoption,1,lateday,Monday,Male,0,1,0,0,Multiple,Terrier,0,1
Return_to_owner,1,midday,Thursday,Male,1,3,1,0,Simple,Terrier,0,0
Return_to_owner,1,lateday,Friday,Male,0,15,2,1,Mix,Terrier,0,1
Adoption,1,midday,Sunday,Male,0,1,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Monday,Female,0,2,1,1,Mix,Terrier,0,1
Adoption,1,midday,Wednesday,Male,0,5,1,0,Multiple,Terrier,0,1
Adoption,0,midday,Saturday,Female,0,2,1,1,Mix,Terrier,0,0
Transfer,1,midday,Thursday,Female,1,5,1,0,Multiple,Terrier,0,0
Return_to_owner,1,midday,Saturday,Female,0,6,1,0,Simple,Terrier,0,0
Adoption,1,lateday,Tuesday,Female,0,3,1,0,Multiple,Terrier,0,1
Adoption,0,lateday,Wednesday,Male,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Thursday,Female,0,2,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Tuesday,Male,0,2,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Monday,Male,0,12,2,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Sunday,Female,0,12,2,1,Mix,Terrier,0,0
Adoption,1,lateday,Monday,Male,0,0,0,1,Mix,Terrier,0,1
Transfer,1,midday,Wednesday,Male,0,1,0,0,Multiple,Terrier,0,0
Return_to_owner,1,midday,Saturday,Male,0,1,0,1,Mix,Terrier,0,0
Adoption,0,midday,Monday,Female,0,1,0,0,Multiple,Terrier,0,0
Return_to_owner,1,lateday,Monday,Female,0,2,1,0,Simple,Terrier,0,0
Transfer,0,midday,Tuesday,Male,1,0,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Monday,Female,0,2,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Sunday,Female,0,7,2,0,Multiple,Terrier,0,0
Adoption,1,lateday,Monday,Female,0,4,1,1,Mix,Terrier,0,0
Adoption,0,lateday,Tuesday,Male,0,3,1,1,Mix,Terrier,0,1
Transfer,0,midday,Thursday,Male,0,1,0,0,Simple,Terrier,0,1
Transfer,1,midday,Wednesday,Female,0,1,0,0,Multiple,Terrier,0,0
Return_to_owner,1,lateday,Friday,Female,1,15,2,1,Mix,Terrier,0,1
Return_to_owner,1,midday,Friday,Male,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Tuesday,Male,0,3,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Monday,Female,0,6,1,0,Multiple,Terrier,0,1
Adoption,1,lateday,Thursday,Male,0,1,0,1,Mix,Terrier,0,0
Adoption,0,lateday,Sunday,Male,0,1,0,0,Multiple,Terrier,0,1
Adoption,0,midday,Tuesday,Female,0,1,0,0,Multiple,Terrier,0,1
Return_to_owner,1,lateday,Monday,Male,1,9,2,1,Mix,Terrier,0,0
Transfer,1,lateday,Wednesday,Female,0,3,1,0,Simple,Terrier,0,0
Transfer,1,midday,Friday,Female,1,2,1,0,Simple,Terrier,0,0
Adoption,1,lateday,Thursday,Male,0,2,1,1,Mix,Terrier,0,1
Transfer,1,midday,Friday,Female,0,4,1,0,Multiple,Terrier,0,1
Return_to_owner,1,lateday,Friday,Female,0,1,0,1,Mix,Terrier,0,0
Adoption,1,lateday,Friday,Male,0,1,0,1,Mix,Terrier,0,1
Transfer,1,midday,Wednesday,Male,0,1,0,0,Multiple,Terrier,0,0
Transfer,0,night,Friday,Female,0,5,1,1,Mix,Terrier,0,1
Euthanasia,0,midday,Thursday,Female,1,5,1,1,Mix,Terrier,0,0
Adoption,1,midday,Tuesday,Female,0,10,2,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Saturday,Male,1,0,0,0,Simple,Terrier,0,0
Transfer,0,midday,Saturday,Female,0,1,0,0,Multiple,Terrier,0,0
Adoption,0,lateday,Thursday,Male,0,0,0,1,Mix,Terrier,0,1
Transfer,1,lateday,Sunday,Male,0,2,1,0,Multiple,Terrier,0,0
Return_to_owner,0,lateday,Thursday,Female,0,4,1,1,Mix,Terrier,0,0
Adoption,1,midday,Saturday,Male,0,5,1,1,Mix,Terrier,0,1
Transfer,1,midday,Sunday,Male,0,0,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Monday,Female,1,0,0,1,Mix,Terrier,0,1
Return_to_owner,1,midday,Sunday,Male,0,2,1,0,Multiple,Terrier,0,1
Adoption,1,lateday,Monday,Female,0,1,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Friday,Male,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Sunday,Male,0,6,1,0,Simple,Terrier,0,0
Adoption,1,lateday,Wednesday,Male,0,3,1,0,Simple,Terrier,0,1
Adoption,1,lateday,Monday,Female,0,3,1,0,Multiple,Terrier,0,1
Adoption,1,midday,Sunday,Male,0,0,0,0,Multiple,Terrier,0,1
Return_to_owner,1,midday,Saturday,Male,0,5,1,1,Mix,Terrier,0,0
Transfer,1,midday,Monday,Male,1,1,0,1,Mix,Terrier,0,0
Transfer,1,midday,Friday,Female,0,6,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Friday,Female,0,5,1,1,Mix,Terrier,0,0
Transfer,0,midday,Friday,Male,0,1,0,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Friday,Female,0,8,2,1,Mix,Terrier,0,1
Transfer,1,midday,Wednesday,Female,0,1,0,0,Multiple,Terrier,0,0
Return_to_owner,1,lateday,Monday,Male,0,3,1,0,Multiple,Terrier,0,0
Return_to_owner,1,midday,Monday,Male,0,8,2,0,Multiple,Terrier,0,1
Transfer,1,midday,Tuesday,Male,0,2,1,0,Simple,Terrier,0,1
Return_to_owner,1,midday,Friday,Male,1,2,1,1,Mix,Terrier,0,0
Adoption,1,lateday,Thursday,Male,0,1,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Wednesday,Male,0,1,0,1,Mix,Terrier,0,0
Transfer,0,midday,Thursday,Female,0,1,0,0,Multiple,Terrier,0,0
Adoption,0,lateday,Tuesday,Male,0,2,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Tuesday,Female,0,6,1,0,Multiple,Terrier,0,1
Return_to_owner,1,lateday,Tuesday,Male,0,12,2,0,Simple,Terrier,0,0
Adoption,0,lateday,Saturday,Male,0,0,0,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Friday,Female,0,4,1,0,Multiple,Terrier,0,0
Adoption,0,lateday,Tuesday,Male,0,3,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Thursday,Male,0,2,1,1,Mix,Terrier,0,1
Adoption,1,midday,Sunday,Male,0,1,0,1,Mix,Terrier,0,1
Transfer,1,midday,Thursday,Male,0,10,2,1,Mix,Terrier,0,1
Adoption,1,lateday,Tuesday,Male,0,2,1,0,Multiple,Terrier,0,1
Transfer,0,lateday,Thursday,Female,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,midday,Thursday,Male,0,2,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Tuesday,Female,0,5,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Saturday,Female,0,8,2,1,Mix,Terrier,0,1
Transfer,1,lateday,Wednesday,Male,0,3,1,1,Mix,Terrier,0,0
Adoption,1,midday,Saturday,Male,0,9,2,0,Simple,Terrier,0,0
Euthanasia,1,midday,Thursday,Female,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Saturday,Male,0,9,2,0,Simple,Terrier,0,0
Transfer,1,midday,Tuesday,Male,0,7,2,1,Mix,Terrier,0,0
Adoption,1,lateday,Friday,Male,0,2,1,1,Mix,Terrier,0,0
Transfer,1,midday,Thursday,Male,1,12,2,0,Simple,Terrier,0,0
Return_to_owner,1,lateday,Saturday,Male,0,2,1,1,Mix,Terrier,0,0
Transfer,1,midday,Wednesday,Female,1,1,0,0,Multiple,Terrier,0,0
Return_to_owner,1,lateday,Wednesday,Male,0,2,1,0,Multiple,Terrier,0,0
Adoption,1,lateday,Sunday,Female,0,3,1,0,Multiple,Terrier,0,1
Adoption,0,lateday,Tuesday,Male,0,1,0,1,Mix,Terrier,0,1
Transfer,0,lateday,Thursday,Female,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,midday,Sunday,Male,0,8,2,1,Mix,Terrier,0,1
Adoption,1,midday,Friday,Female,0,0,0,1,Mix,Terrier,0,1
Adoption,0,lateday,Monday,Male,0,4,1,1,Mix,Terrier,0,0
Transfer,1,midday,Wednesday,Female,0,1,0,0,Multiple,Terrier,0,0
Transfer,0,midday,Tuesday,Female,0,3,1,0,Simple,Terrier,0,0
Transfer,0,lateday,Saturday,Male,0,1,0,0,Multiple,Terrier,0,1
Adoption,1,lateday,Wednesday,Male,0,4,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Tuesday,Female,0,1,0,0,Multiple,Terrier,0,1
Transfer,0,lateday,Thursday,Female,0,2,1,1,Mix,Terrier,0,1
Transfer,1,midday,Sunday,Male,0,9,2,1,Mix,Terrier,0,0
Adoption,1,lateday,Friday,Female,0,5,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Friday,Male,0,8,2,0,Simple,Terrier,0,1
Return_to_owner,1,midday,Wednesday,Male,0,4,1,0,Multiple,Terrier,0,1
Transfer,0,night,Friday,Female,0,1,0,1,Mix,Terrier,0,1
Adoption,1,midday,Tuesday,Female,0,1,0,1,Mix,Terrier,0,0
Adoption,1,midday,Sunday,Female,0,2,1,1,Mix,Terrier,0,0
Adoption,1,midday,Monday,Male,0,8,2,0,Multiple,Terrier,0,0
Adoption,0,lateday,Wednesday,Male,0,2,1,1,Mix,Terrier,0,1
Transfer,1,midday,Wednesday,Female,0,1,0,0,Multiple,Terrier,0,0
Adoption,1,lateday,Sunday,Female,0,1,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Wednesday,Female,0,4,1,1,Mix,Terrier,0,1
Adoption,1,midday,Tuesday,Female,0,2,1,1,Mix,Terrier,0,0
Transfer,0,midday,Wednesday,Female,1,6,1,1,Mix,Terrier,0,1
Adoption,0,lateday,Tuesday,Female,0,0,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Monday,Male,0,8,2,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Monday,Male,0,2,1,1,Mix,Terrier,0,0
Adoption,0,lateday,Wednesday,Male,0,2,1,1,Mix,Terrier,0,0
Transfer,1,lateday,Wednesday,Female,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Monday,Male,0,2,1,1,Mix,Terrier,0,0
Adoption,1,midday,Sunday,Female,0,1,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Tuesday,Male,0,1,0,0,Multiple,Terrier,0,0
Adoption,1,lateday,Thursday,Male,0,1,0,0,Multiple,Terrier,0,1
Return_to_owner,1,lateday,Sunday,Male,0,2,1,1,Mix,Terrier,0,1
Return_to_owner,1,night,Monday,Male,1,5,1,1,Mix,Terrier,0,0
Return_to_owner,1,midday,Sunday,Male,0,10,2,1,Mix,Terrier,0,0
Transfer,1,midday,Friday,Male,1,1,0,1,Mix,Terrier,0,1
Adoption,1,midday,Friday,Male,0,10,2,0,Multiple,Terrier,0,0
Adoption,1,lateday,Wednesday,Female,0,4,1,0,Multiple,Terrier,0,1
Return_to_owner,1,lateday,Monday,Female,1,4,1,0,Multiple,Terrier,0,0
Return_to_owner,0,morning,Saturday,Male,1,1,0,1,Mix,Terrier,0,1
Transfer,1,lateday,Tuesday,Female,0,2,1,1,Mix,Terrier,0,1
Adoption,1,midday,Monday,Female,0,1,0,0,Multiple,Terrier,0,0
Return_to_owner,1,lateday,Sunday,Male,0,12,2,1,Mix,Terrier,0,1
Adoption,1,lateday,Friday,Male,0,0,0,1,Mix,Terrier,0,0
Adoption,0,lateday,Wednesday,Male,0,8,2,1,Mix,Terrier,0,1
Transfer,0,midday,Sunday,Female,0,10,2,1,Mix,Terrier,0,1
Adoption,0,lateday,Friday,Male,0,0,0,1,Mix,Terrier,0,0
Transfer,1,lateday,Thursday,Male,0,13,2,1,Mix,Terrier,0,1
Adoption,1,lateday,Monday,Female,0,1,0,0,Multiple,Terrier,0,1
Adoption,1,lateday,Sunday,Female,0,0,0,0,Simple,Terrier,0,1
Return_to_owner,1,midday,Sunday,Female,0,8,2,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Sunday,Female,0,2,1,1,Mix,Terrier,0,1
Adoption,0,lateday,Wednesday,Male,0,6,1,0,Simple,Terrier,0,0
Transfer,1,midday,Friday,Female,0,0,0,1,Mix,Terrier,0,0
Adoption,1,lateday,Wednesday,Male,0,0,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Friday,Female,0,1,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Saturday,Male,0,12,2,1,Mix,Terrier,0,1
Return_to_owner,1,midday,Thursday,Male,1,4,1,1,Mix,Terrier,0,1
Adoption,0,midday,Wednesday,Male,0,0,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Saturday,Male,0,3,1,0,Multiple,Terrier,0,1
Return_to_owner,1,midday,Monday,Male,0,6,1,1,Mix,Terrier,0,1
Adoption,1,midday,Sunday,Female,1,2,1,0,Multiple,Terrier,0,0
Return_to_owner,1,midday,Tuesday,Male,1,10,2,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Monday,Male,0,3,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Thursday,Male,0,1,0,1,Mix,Working,2,0
Transfer,1,lateday,Tuesday,Male,0,4,1,1,Mix,Working,2,1
Adoption,1,night,Saturday,Male,0,0,0,1,Mix,Working,2,1
Adoption,1,lateday,Saturday,Male,0,6,1,0,Multiple,Working,2,0
Transfer,1,midday,Saturday,Male,1,0,0,1,Mix,Working,2,1
Transfer,1,lateday,Monday,Female,0,0,0,0,Multiple,Working,2,1
Transfer,1,midday,Saturday,Male,0,3,1,0,Multiple,Working,2,0
Return_to_owner,1,lateday,Monday,Male,0,13,2,1,Mix,Working,2,0
Transfer,0,lateday,Sunday,Male,1,2,1,1,Mix,Working,2,0
Adoption,1,lateday,Sunday,Male,0,0,0,0,Multiple,Working,2,1
Adoption,1,lateday,Sunday,Male,0,1,0,0,Multiple,Working,2,1
Adoption,1,midday,Thursday,Female,0,0,0,1,Mix,Working,2,0
Adoption,1,lateday,Monday,Female,0,4,1,0,Multiple,Working,2,1
Adoption,1,morning,Thursday,Female,0,0,0,1,Mix,Working,2,1
Adoption,1,midday,Wednesday,Female,0,2,1,1,Mix,Terrier,0,0
Return_to_owner,1,lateday,Saturday,Female,0,11,2,0,Multiple,Terrier,0,0
Transfer,0,lateday,Monday,Male,0,1,0,1,Mix,Terrier,0,1
Adoption,1,midday,Thursday,Female,0,1,0,0,Multiple,Terrier,0,1
Adoption,1,lateday,Saturday,Male,0,1,0,0,Multiple,Terrier,0,0
Adoption,1,midday,Sunday,Male,0,1,0,1,Mix,Terrier,0,1
Adoption,1,lateday,Saturday,Male,0,1,0,1,Mix,Terrier,0,1
Euthanasia,1,morning,Tuesday,Male,0,3,1,0,Multiple,Terrier,0,1
Adoption,1,midday,Tuesday,Female,0,1,0,1,Mix,Terrier,0,1
Adoption,1,midday,Saturday,Male,0,4,1,1,Mix,Terrier,0,0
Adoption,1,lateday,Sunday,Male,0,0,0,1,Mix,Terrier,0,1
Adoption,0,lateday,Saturday,Female,0,2,1,1,Mix,Terrier,0,1
Adoption,1,lateday,Tuesday,Male,0,2,1,1,Mix,Terrier,0,1
Transfer,0,midday,Friday,Male,1,0,0,0,Multiple,Terrier,0,1
Return_to_owner,1,midday,Thursday,Female,0,10,2,0,Multiple,Terrier,0,0
Adoption,1,lateday,Thursday,Female,0,1,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Tuesday,Male,0,2,1,1,Mix,Terrier,0,0
Transfer,1,midday,Friday,Male,1,1,0,1,Mix,Terrier,0,1
Return_to_owner,1,lateday,Wednesday,Male,0,7,2,1,Mix,Terrier,0,0
